'CM_id',1,2,3,4,5,6,7,8,9,10,'GHM'
'05','DP','D-0507',,,,,,,,,'05M11V'
'05','DP','D-0508','Age','>69a',,,,,,,'05M12W'
'05','DP','D-0508','1DAS','CMA',,,,,,,'05M12W'
'05','DP','D-0509',,,,,,,,,'05M13Z'
'05','DP','D-0510',,,,,,,,,'05M14Z'
'05','DP','D-0511',,,,,,,,,'05M15Z'
'05','DP','D-0511',,,,,,,,,'05M15Z'
'05','DP','D-0512','1DAS','CMA',,,,,,,'05M16W'
'05','DP','D-0512',,,,,,,,,'05M16V'
'05','DP','D-0513','1DAS','CMA',,,,,,,'05M17W'
'05','DP','D-0513',,,,,,,,,'05M17V'
'05','DP','D-0514',,,,,,,,,'05M18Z'
'06','1A','CM06','1A','A-179',,,,,,,'06C02Z'
'06','1A','CM06','1A','A-042','1DAS','CMA',,,,,'06C03W'
'06','1A','CM06','1A','A-042',,,,,,,'06C03V'
'06','1A','CM06','1A','A-043','1DAS','CMA',,,,,'06C04W'
'06','1A','CM06','1A','A-043',,,,,,,'06C04V'
'06','1A','CM06','1A','A-044','Age','<18a',,,,,'06C05Z'
'06','1A','CM06','1A','A-044','1D','D-104','1DAS','CMA',,,'06C16W'
'06','1A','CM06','1A','A-044','1D','D-104',,,,,'06C16V'
'06','1A','CM06','1A','A-044','1DAS','CMA',,,,,'06C17W'
'06','1A','CM06','1A','A-044',,,,,,,'06C17V'
'06','1A','CM06','1A','A-046','1DAS','CMA',,,,,'06C07W'
'06','1A','CM06','1A','A-046',,,,,,,'06C07V'
'06','1A','CM06','1A','A-047','1D','D-003','Age','>69a',,,'06C08W'
'06','1A','CM06','1A','A-047','1D','D-003','1DAS','CMA',,,'06C08W'
'06','1A','CM06','1A','A-047','1D','D-003',,,,,'06C08V'
'06','1A','CM06','1A','A-047','Age','>69a',,,,,'06C09W'
'06','1A','CM06','1A','A-047','1DAS','CMA',,,,,'06C09W'
'06','1A','CM06','1A','A-047',,,,,,,'06C09V'
'06','1A','CM06','1A','A-048','Age','<18a',,,,,'06C10Z'
'06','1A','CM06','1A','A-048','1A','A-049','1DAS','CMA',,,'06C11W'
'06','1A','CM06','1A','A-048','1A','A-049',,,,,'06C11V'
'06','1A','CM06','1A','A-048','1DAS','CMA',,,,,'06C12W'
'06','1A','CM06','1A','A-048',,,,,,,'06C12V'
'06','1A','CM06','1A','A-045','Age','>69a',,,,,'06C13W'
'06','1A','CM06','1A','A-045','1DAS','CMA',,,,,'06C13W'
'06','1A','CM06','1A','A-045',,,,,,,'06C13V'
'06','1A','CM06','1A','A-050','1DAS','CMA',,,,,'06C14W'
'06','1A','CM06','1A','A-050',,,,,,,'06C14V'
'06','1A','CM06','1A','A-052','1DAS','CMA',,,,,'06C15W'
'06','1A','CM06','1A','A-052',,,,,,,'06C15V'
'06','1A','non médical',,,,,,,,,'90H02Z'
'06','1DAS','CMAS',,,,,,,,,'06M01S'
'06','DP','D-0602','Age','<18a','1DAS','CMA',,,,,'06M02W'
'06','DP','D-0602','Age','<18a',,,,,,,'06M02V'
'06','DP','D-0602','Age','>69a',,,,,,,'06M03W'
'06','DP','D-0602','1DAS','CMA',,,,,,,'06M03W'
'06','DP','D-0602',,,,,,,,,'06M03V'
'06','DP','D-0604','Age','>69a',,,,,,,'06M04W'
'06','DP','D-0604','1DAS','CMA',,,,,,,'06M04W'
'06','DP','D-0604',,,,,,,,,'06M04V'
'06','DP','D-0605','Age','>69a',,,,,,,'06M05W'
'06','DP','D-0605','1DAS','CMA',,,,,,,'06M05W'
'06','DP','D-0605',,,,,,,,,'06M05V'
'06','DP','D-0606','1DAS','CMA',,,,,,,'06M06W'
'06','DP','D-0606',,,,,,,,,'06M06V'
'06','DP','D-0607','1DAS','CMA',,,,,,,'06M07W'
'06','DP','D-0607',,,,,,,,,'06M07V'
'06','DP','D-0608','Age','<18a',,,,,,,'06M08Z'
'06','DP','D-0608','Age','>69a',,,,,,,'06M09W'
'06','DP','D-0608','1DAS','CMA',,,,,,,'06M09W'
'06','DP','D-0608',,,,,,,,,'06M09V'
'06','DP','D-0603',,,,,,,,,'06M10Z'
'06','DP','D-0609','Age','>69a',,,,,,,'06M11W'
'06','DP','D-0609','1DAS','CMA',,,,,,,'06M11W'
'06','DP','D-0609',,,,,,,,,'06M11V'
'07','1A','CM07','1A','A-144','1D','D-105','1DAS','CMA',,,'07C09W'
'07','1A','CM07','1A','A-144','1D','D-105',,,,,'07C09V'
'07','1A','CM07','1A','A-144','1DAS','CMA',,,,,'07C10W'
'07','1A','CM07','1A','A-144',,,,,,,'07C10V'
'07','1A','CM07','1A','A-231','1DAS','CMA',,,,,'07C11W'
'07','1A','CM07','1A','A-231',,,,,,,'07C11V'
'07','1A','CM07','1A','A-232','1DAS','CMA',,,,,'07C12W'
'07','1A','CM07','1A','A-232',,,,,,,'07C12V'
'07','1A','CM07','1A','A-056','1DAS','CMA',,,,,'07C04W'
'07','1A','CM07','1A','A-056',,,,,,,'07C04V'
'07','1A','CM07','1A','A-059','1D','D-071',,,,,'07C06Z'
'07','1A','CM07','1A','A-059',,,,,,,'07C07Z'
'07','1A','CM07','1A','A-060',,,,,,,'07C08Z'
'07','1A','non médical',,,,,,,,,'90H02Z'
'07','1DAS','CMAS',,,,,,,,,'07M01S'
'07','DP','D-0701','Age','>69a',,,,,,,'07M02W'
'07','DP','D-0701','1DAS','CMA',,,,,,,'07M02W'
'07','DP','D-0701',,,,,,,,,'07M02V'
'07','DP','D-0702','Age','>69a',,,,,,,'07M03W'
'07','DP','D-0702','1DAS','CMA',,,,,,,'07M03W'
'07','DP','D-0702',,,,,,,,,'07M03V'
'07','DP','D-0703','1DAS','CMA',,,,,,,'07M04W'
'07','DP','D-0703',,,,,,,,,'07M04V'
'07','DP','D-0704','1DAS','CMA',,,,,,,'07M05W'
'07','DP','D-0704',,,,,,,,,'07M05V'
'07','DP','D-071','Age','>69a',,,,,,,'07M06W'
'07','DP','D-071','1DAS','CMA',,,,,,,'07M06W'
'07','DP','D-071',,,,,,,,,'07M06V'
'08','1A','CM08','2A','A-061',,,,,,,'08C02Z'
'08','1A','CM08','1DAS','CMASNT',,,,,,,'08C01S'
'08','1A','CM08','1A','A-200',,,,,,,'08C22Z'
'08','1A','CM08','1A','A-201','1DAS','CMA',,,,,'08C23W'
'08','1A','CM08','1A','A-201',,,,,,,'08C23Z'
'08','1A','CM08','1A','A-202',,,,,,,'08C24Z'
'08','1A','CM08','1A','A-203',,,,,,,'08C25Z'
'08','1A','CM08','1A','A-063','Age','<18a',,,,,'08C04Z'
'08','1A','CM08','1A','A-063','1DAS','CMA',,,,,'08C05W'
'08','1A','CM08','1A','A-063',,,,,,,'08C05V'
'08','1A','CM08','1A','A-065',,,,,,,'08C06Z'
'08','1A','CM08','1A','A-191',,,,,,,'08C26Z'
'08','1A','CM08','1A','A-066','1DAS','CMA',,,,,'08C27W'
'08','1A','CM08','1A','A-066',,,,,,,'08C27V'
'08','1A','CM08','1A','A-223',,,,,,,'08C28Z'
'08','1A','CM08','1A','A-068','Age','<18a',,,,,'08C08Z'
'08','1A','CM08','1A','A-068','1DAS','CMA',,,,,'08C09W'
'08','1A','CM08','1A','A-068',,,,,,,'08C09V'
'08','1A','CM08','1A','A-069','Age','>69a',,,,,'08C10W'
'08','1A','CM08','1A','A-069','1DAS','CMA',,,,,'08C10W'
'08','1A','CM08','1A','A-069',,,,,,,'08C10V'
'08','1A','CM08','1A','A-072','Age','>69a',,,,,'08C11W'
'08','1A','CM08','1A','A-072','1DAS','CMA',,,,,'08C11W'
'08','1A','CM08','1A','A-067',,,,,,,'08C12Z'
'08','1A','CM08','1A','A-070',,,,,,,'08C13Z'
'08','1A','CM08','1A','A-071',,,,,,,'08C14Z'
'08','1A','CM08','1A','A-073','1DAS','CMA',,,,,'08C15W'
'08','1A','CM08','1A','A-073',,,,,,,'08C15V'
'08','1A','CM08','1A','A-074','1D','D-106',,,,,'08C29Z'
'08','1A','CM08','1A','A-074','1DAS','CMA',,,,,'08C30W'
'08','1A','CM08','1A','A-074',,,,,,,'08C30V'
'08','1A','CM08','1A','A-075','DP','D-004',,,,,'08C17Z'
'08','1A','CM08','1A','A-075','1DAS','CMA',,,,,'08C18W'
'08','1A','CM08','1A','A-075',,,,,,,'08C18V'
'08','1A','non médical',,,,,,,,,'90H02Z'
'08','1DAS','CMASNT',,,,,,,,,'08M01S'
'08','DP','D-0801','Age','<18a',,,,,,,'08M02Z'
'08','DP','D-0801','Age','>69a',,,,,,,'08M03W'
'08','DP','D-0801','1DAS','CMA',,,,,,,'08M03W'
'08','DP','D-0801',,,,,,,,,'08M03V'
'08','DP','D-0802','1DAS','CMA',,,,,,,'08M04W'
'08','DP','D-0802',,,,,,,,,'08M04V'
'08','DP','D-0803',,,,,,,,,'08M05Z'
'08','DP','D-0804','Age','<18a',,,,,,,'08M06Z'
'08','DP','D-0804','Age','>69a',,,,,,,'08M07W'
'08','DP','D-0804','1DAS','CMA',,,,,,,'08M07W'
'08','DP','D-0804',,,,,,,,,'08M07V'
'08','DP','D-0816',,,,,,,,,'08M08Z'
'08','DP','D-0805',,,,,,,,,'08M09Z'
'08','DP','D-0806','Age','>69a',,,,,,,'08M10W'
'08','DP','D-0806','1DAS','CMA',,,,,,,'0810W'
'08','DP','D-0806',,,,,,,,,'08M10V'
'08','DP','D-0807','1DAS','CMA',,,,,,,'0811W'
'08','DP','D-0807',,,,,,,,,'08M11V'
'08','DP','D-088','Age','>69a',,,,,,,'08M12W'
'08','DP','D-088','1DAS','CMA',,,,,,,'08M12W'
'08','DP','D-088',,,,,,,,,'08M12V'
'08','DP','D-0809',,,,,,,,,'08M13Z'
'08','DP','D-0810','Age','>69a',,,,,,,'08M14W'
'08','DP','D-0810','1DAS','CMA',,,,,,,'08M14W'
'08','DP','D-0810',,,,,,,,,'08M14V'
'08','DP','D-0811','Age','>69a',,,,,,,'08M15W'
'08','DP','D-0811','1DAS','CMA',,,,,,,'08M15W'
'08','DP','D-0811',,,,,,,,,'08M15V'
'08','DP','D-0812',,,,,,,,,'08M16Z'
'08','DP','D-0813',,,,,,,,,'08M17Z'
'08','DP','D-0814',,,,,,,,,'08M18Z'
'08','DP','D-0815','1DAS','CMA',,,,,,,'08M19W'
'08','DP','D-0815',,,,,,,,,'08M19V'
'09','DP','D-076',,,,,,,,,'09Z02Z'
'09','1A','CM09','1A','A-078','1D','D-005','1DAS','CMA',,,'09C02W'
'09','1A','CM09','1A','A-078','1D','D-005',,,,,'09C02V'
'09','1A','CM09','1A','A-078','1DAS','CMA',,,,,'09C03W'
'09','1A','CM09','1A','A-078',,,,,,,'09C03V'
'09','1A','CM09','1A','A-079','1D','D-014','1A','A-080','1DAS','CMA','09C04W'
'09','1A','CM09','1A','A-079','1D','D-014','1A','A-080',,,'09C04V'
'09','1A','CM09','1A','A-079','1D','D-014','1DAS','CMA',,,'09C05W'
'09','1A','CM09','1A','A-079','1D','D-014',,,,,'09C05V'
'09','1A','CM09','1A','A-079','1A','A-081',,,,,'09C06Z'
'09','1A','CM09','1A','A-079',,,,,,,'09C07Z'
'09','1A','CM09','1A','A-082',,,,,,,'09C08Z'
'09','1A','CM09','1A','A-083',,,,,,,'09C09Z'
'09','1A','CM09','1A','A-084','1DAS','CMA',,,,,'09C10W'
'09','1A','CM09','1A','A-084',,,,,,,'09C10V'
'09','1A','non médical',,,,,,,,,'90H02Z'
'09','DP','D-089','Age','<18a',,,,,,,'09M02Z'
'09','DP','D-089','Age','>69a',,,,,,,'09M03W'
'09','DP','D-089','1DAS','CMA',,,,,,,'09M03W'
'09','DP','D-089',,,,,,,,,'09M03V'
'09','DP','D-0902','Age','<18a',,,,,,,'09M04Z'
'09','DP','D-0902','Age','>69a',,,,,,,'09M05W'
'09','DP','D-0902','1DAS','CMA',,,,,,,'09M05W'
'09','DP','D-0902',,,,,,,,,'09M05V'
'09','DP','D-0903',,,,,,,,,'09M06Z'
'09','DP','D-0904','Age','>69a',,,,,,,'09M07W'
'09','DP','D-0904','1DAS','CMA',,,,,,,'09M07W'
'09','DP','D-0904',,,,,,,,,'09M07V'
'09','DP','D-0905','Age','>69a',,,,,,,'09M08W'
'09','DP','D-0905','1DAS','CMA',,,,,,,'09M08W'
'09','DP','D-0905',,,,,,,,,'09M08V'
'09','DP','D-0906',,,,,,,,,'09M09Z'
'09','DP','D-0907','1DAS','CMA',,,,,,,'09M10W'
'09','DP','D-0907',,,,,,,,,'09M10V'
'10','1A','CM10','1DAS','CMAS',,,,,,,'10C01S'
'10','1A','CM10','1A','A-174',,,,,,,'10C02Z'
'10','1A','CM10','1A','A-175',,,,,,,'10C03Z'
'10','1A','CM10','1A','A-204',,,,,,,'10C09Z'
'10','1A','CM10','1A','A-088',,,,,,,'10C10Z'
'10','1A','CM10','1A','A-089',,,,,,,'10C05Z'
'10','1A','CM10','1A','A-090','1D','D-0107','Age','>69a',,,'10C11W'
'10','1A','CM10','1A','A-090','1D','D-0107','1DAS','CMA',,,'10C11W'
'10','1A','CM10','1A','A-090','1D','D-0107',,,,,'10C11V'
'10','1A','CM10','1A','A-090','Age','>69a',,,,,'10C12W'
'10','1A','CM10','1A','A-090','1DAS','CMA',,,,,'10C12W'
'10','1A','CM10','1A','A-090',,,,,,,'10C12V'
'10','1A','CM10','1A','A-091',,,,,,,'10C07Z'
'10','1A','CM10','1A','A-092',,,,,,,'10C08Z'
'10','1A','non médical',,,,,,,,,'90H02Z'
'10','1DAS','CMAS',,,,,,,,,'10M01S'
'10','DP','D-050','Age','>35a','Age','>69a',,,,,'10M02W'
'10','DP','D-050','Age','>35a','1DAS','CMA',,,,,'10M02W'
'10','DP','D-050','Age','>35a',,,,,,,'10M02V'
'10','DP','D-050',,,,,,,,,'10M03Z'
'10','DP','D-1003','Age','<18a','1DAS','CMA',,,,,'10M04W'
'10','DP','D-1003','Age','<18a',,,,,,,'10M04V'
'10','DP','D-1003','Age','>69a',,,,,,,'10M05W'
'10','DP','D-1003','1DAS','CMA',,,,,,,'10M05W'
'10','DP','D-1003',,,,,,,,,'10M05V'
'10','DP','D-1004',,,,,,,,,'10M06Z'
'10','DP','D-1005','Age','>69a',,,,,,,'10M07W'
'10','DP','D-1005','1DAS',,,,,,,,'10M07V'
'11','1A','CM11','1DAS','CMAS',,,,,,,'11C01S'
'11','1A','CM11','1A','A-094','1D','D-072','1DAS','CMA',,,'11C02W'
'11','1A','CM11','1A','A-094','1D','D-072',,,,,'11C02V'
'11','1A','CM11','1A','A-094','1DAS','CMA',,,,,'11C03V'
'11','1A','CM11','1A','A-094',,,,,,,'11C03V'
'11','1A','CM11','1A','A-096',,,,,,,'11C04Z'
'11','1A','CM11','1A','A-097','1DAS','CMA',,,,,'11C05W'
'11','1A','CM11','1A','A-097',,,,,,,'11C05V'
'11','1A','CM11','1A','A-098','Age','<18a',,,,,'11C06Z'
'11','1A','CM11','1A','A-099','1DAS','CMA',,,,,'11C08W'
'11','1A','CM11','1A','A-099',,,,,,,'11C08V'
'11','1A','non médical',,,,,,,,,'90H02Z'
'11','1DAS','CMAS',,,,,,,,,'11M01S'
'11','DP','D-1101','Age','>69a',,,,,,,'11M02W'
'11','DP','D-1101','1DAS','CMA',,,,,,,'11M02W'
'11','DP','D-1101',,,,,,,,,'11M02V'
'11','DP','D-1102','Age','<18a','1DAS','CMA',,,,,'11M03W'
'11','DP','D-1102','Age','<18a',,,,,,,'11M03V'
'11','DP','D-1102','Age','>69a',,,,,,,'11M04W'
'11','DP','D-1102','1DAS','CMA',,,,,,,'11M04V'
'11','DP','D-1102',,,,,,,,,'11M04V'
'11','DP','D-1103','1A','A-143','Age','>69a',,,,,'11K02W'
'11','DP','D-1103','1A','A-143','1DAS','CMA',,,,,'11K02W'
'11','DP','D-1103','1A','A-143',,,,,,,'11K02V'
'11','DP','D-1103','Age','>69a',,,,,,,'11M06W'
'11','DP','D-1103','1DAS','CMA',,,,,,,'11M06W'
'11','DP','D-1103',,,,,,,,,'11M06V'
'11','DP','D-072','1DAS','CMA',,,,,,,'11M07W'
'11','DP','D-072',,,,,,,,,'11M07V'
'11','DP','D-1105','Age','<18a',,,,,,,'11M08Z'
'11','DP','D-1105','1DAS','CMA',,,,,,,'11M09W'
'11','DP','D-1105',,,,,,,,,'11M09V'
'11','DP','D-1106','Age','>69a',,,,,,,'11M10W'
'11','DP','D-1106','1DAS','CMA',,,,,,,'11M10W'
'11','DP','D-1106',,,,,,,,,'11M10V'
'11','DP','D-1107','Age','<18a',,,,,,,'11M11Z'
'11','DP','D-1107','Age','>69a',,,,,,,'11M12W'
'11','DP','D-1107','1DAS','CMA',,,,,,,'11M12W'
'11','DP','D-1107',,,,,,,,,'11M12V'
'12','Sexe','Féminin',,,,,,,,,'90Z01Z'
'12','1A','CM12','1DAS','CMAS',,,,,,,'12C01S'
'12','1A','CM12','1A','A-100','1D','D-102',,,,,'12C11Z'
'12','1A','CM12','1A','A-100',,,,,,,'12C12Z'
'12','1A','CM12','1A','A-101',,,,,,,'12C03Z'
'12','1A','CM12','1A','A-102','1DAS','CMA',,,,,'12C04W'
'12','1A','CM12','1A','A-102',,,,,,,'12C04V'
'12','1A','CM12','1A','A-103','1D','D-073',,,,,'12C05Z'
'12','1A','CM12','1A','A-103','Age','<18a',,,,,'12C06Z'
'12','1A','CM12','1A','A-103',,,,,,,'12C07Z'
'12','1A','CM12','1A','A-104',,,,,,,'12C08Z'
'12','1A','CM12','1A','A-105','1D','D-073',,,,,'12C09Z'
'12','1A','CM12','1A','A-105',,,,,,,'12C10Z'
'12','1A','non médical',,,,,,,,,'90H02Z'
'12','DP','D-1201','Age','>69a',,,,,,,'12M02W'
'12','DP','D-1201','1DAS','CMA',,,,,,,'12M02W'
'12','DP','D-1201',,,,,,,,,'12M02V'
'12','DP','D-073','1DAS','CMA',,,,,,,'12M03W'
'12','DP','D-073',,,,,,,,,'12M03V'
'12','DP','D-1203','Age','>69a',,,,,,,'12M04W'
'12','DP','D-1203','1DAS','CMA',,,,,,,'12M04V'
'12','DP','D-1205',,,,,,,,,'12M05Z'
'13','Sexe','Masculin',,,,,,,,,'90Z01Z'
'13','1A','CM13','1A','A-106','1DAS','CMA',,,,,'13C02W'
'13','1A','CM13','1A','A-106',,,,,,,'13C02V'
'13','1A','CM13','1DAS','CMAS',,,,,,,'13C01S'
'13','1A','CM13','1A','A-107','Age','>69a',,,,,'13C03W'
'13','1A','CM13','1A','A-107','1DAS','CMA',,,,,'13C03W'
'13','1A','CM13','1A','A-107',,,,,,,'13C03V'
'13','1A','CM13','1A','A-108','Age','>69a',,,,,'13C04W'
'13','1A','CM13','1A','A-108','1DAS','CMA',,,,,'13C04W'
'13','1A','CM13','1A','A-108',,,,,,,'13C04V'
'13','1A','CM13','1A','A-109','1D','D-074',,,,,'13C05Z'
'13','1A','CM13','1A','A-109','1A','A-110',,,,,'A13C06Z'
'13','1A','CM13','1A','A-109','Age','>69a',,,,,'13C07W'
'13','1A','CM13','1A','A-109','1DAS','CMA',,,,,'13C07W'
'13','1A','CM13','1A','A-109',,,,,,,'13C07V'
'13','1A','CM13','1A','A-111','Age','>69a',,,,,'13C08W'
'13','1A','CM13','1A','A-111','1DAS','CMA',,,,,'13C08V'
'13','1A','CM13','1A','A-112',,,,,,,'13C09Z'
'13','1A','CM13','1A','A-113',,,,,,,'13C10Z'
'13','1A','CM13','1A','A-114','1D','D-074',,,,,'13C11Z'
'13','1A','CM13','1A','A-114',,,,,,,'13C12Z'
'13','1A','CM13','1A','A-115',,,,,,,'13C13Z'
'13','1A','non médical',,,,,,,,,'90H02Z'
'13','DP','D-1301',,,,,,,,,'13M02Z'
'13','DP','D-074','1DAS','CMA',,,,,,,'13M03W'
'13','DP','D-074',,,,,,,,,'13M03V'
'13','DP','D-1303','Age','>69a',,,,,,,'13M04W'
'13','DP','D-1303','1DAS','CMA',,,,,,,'13M04W'
'13','DP','D-1303',,,,,,,,,'13M04V'
'14','Sexe','Masculin',,,,,,,,,'90Z01Z'
'14','1D','D-025','DP','D-1403',,,,,,,'90Z01Z'
'14','1D','D-025','nA','A-116','1D','D-066',,,,,'14Z02C'
'14','1D','D-025','nA','A-116','1D','D-067',,,,,'14Z02B'
'14','1D','D-025','nA','A-116',,,,,,,'14Z02A'
'14','1D','D-025','1A','A-117','1D','D-068',,,,,'14C02C'
'14','1D','D-025','1A','A-117','1D','D-069',,,,,'14C02B'
'14','1D','D-025','1A','A-117',,,,,,,'14C02A'
'14','1D','D-025','1A','A-119',,,,,,,'14C03Z'
'14','1D','D-025','1A','non médical',,,,,,,'90H02Z'
'14','1D','D-025','1D','D-066',,,,,,,'14Z02C'
'14','1D','D-025','1D','D-067',,,,,,,'14Z02B'
'14','1D','D-025',,,,,,,,,'14Z02A'
'14','DP','D-1401','1D','D-026','1D','D-016',,,,,'14Z03B'
'14','DP','D-1401','1D','D-026',,,,,,,'14Z03A'
'14','DP','D-1401','1A','opératoire',,,,,,,'14C04Z'
'14','DP','D-1401',,,,,,,,,'14M02Z'
'14','DP','D-1402','1A','A-120',,,,,,,'14C05Z'
'14','DP','D-1402',,,,,,,,,'14Z04Z'
'14','DP','D-1403',,,,,,,,,'14Z05Z'
'14','DP','D-1404',,,,,,,,,'14Z06Z'
'14','DP','D-1405',,,,,,,,,'14Z07Z'
'15','Age','>120j','1A','A-001',,,,,,,'23C02Z'
'15','Age','>120j',,,,,,,,,'23M06Z'
'15','Age','>28j',,,,,,,,,'15Z02Z'
'15','MS','transfert','Dest','court séjour','DS','<4',,,,,'15Z03Z'
'15','Poids','>=6000g',,,,,,,,,'90Z02Z'
'15','Poids','>=2500g','MS','décès',,,,,,,'15Z04E'
'15','Poids','>=2500g','1D','D-020',,,,,,,'15Z05D'
'15','Poids','>=2500g','1D','D-058',,,,,,,'15Z05D'
'15','Poids','>=2500g','1D','D-056',,,,,,,'15Z05C'
'15','Poids','>=2500g','1D','D-059',,,,,,,'15Z05C'
'15','Poids','>=2500g','1D','D-057',,,,,,,'15Z05B'
'15','Poids','>=2500g','1D','D-060',,,,,,,'15Z05B'
'15','Poids','>=2500g',,,,,,,,,'15Z05A'
'15','Poids','>=2000g','MS','décès',,,,,,,'15Z04E'
'15','Poids','>=2000g','1D','D-020',,,,,,,'15Z06D'
'15','Poids','>=2000g','1D','D-061',,,,,,,'15Z06D'
'15','Poids','>=2000g','1D','D-056',,,,,,,'15Z06C'
'15','Poids','>=2000g','1D','D-062',,,,,,,'15Z06C'
'15','Poids','>=2000g','1D','D-057',,,,,,,'15Z06B'
'15','Poids','>=2000g','1D','D-063',,,,,,,'15Z06B'
'15','Poids','>=2000g',,,,,,,,,'15Z06A'
'15','Poids','>=1500g','MS','décès',,,,,,,'15Z04E'
'15','Poids','>=1500g','1D','D-020',,,,,,,'15Z07C'
'15','Poids','>=1500g','1D','D-056',,,,,,,'15Z07C'
'15','Poids','>=1500g','1D','D-064',,,,,,,'15Z07C'
'15','Poids','>=1500g','1D','D-057',,,,,,,'15Z07B'
'15','Poids','>=1500g','1D','D-065',,,,,,,'15Z07B'
'15','Poids','>=1500g',,,,,,,,,'15Z07A'
'15','Poids','>=1000g','MS','décès',,,,,,,'15Z08E'
'15','Poids','>=1000g',,,,,,,,,'15Z08A'
'15','Poids','>=400g','MS','décès',,,,,,,'15Z09E'
'15','Poids','>=400g',,,,,,,,,'15Z09A'
'15',,,,,,,,,,,'90Z02Z'
'16','1A','CM16','1DAS','CMAS',,,,,,,'16C01S'
'16','1A','CM16','1A','A-121',,,,,,,'16C02Z'
'16','1A','CM16','1A','A-122','1DAS','CMA',,,,,'16C03W'
'16','1A','CM16','1A','A-122',,,,,,,'16C03V'
'16','1A','non médical',,,,,,,,,'90H02Z'
'16','1DAS','CMAS',,,,,,,,,'16M01S'
'16','DP','D-1601','1DAS','CMA',,,,,,,'16M02W'
'16','DP','D-1601',,,,,,,,,'16M02V'
'16','DP','D-1602','Age','<18a','1DAS','CMA',,,,,'16M03W'
'16','DP','D-1602','Age','<18a',,,,,,,'16M03V'
'16','DP','D-1602','Age','>69a',,,,,,,'16M04W'
'16','DP','D-1602','1DAS','CMA',,,,,,,'16M04W'
'16','DP','D-1602',,,,,,,,,'16M04V'
'16','DP','D-1603','Age','>69a',,,,,,,'16M05W'
'16','DP','D-1603','1DAS','CMA',,,,,,,'16M05W'
'16','DP','D-1603',,,,,,,,,'16M05V'
'17','DP','D-051',,,,,,,,,'90Z01Z'
'17','1A','opératoire','1DAS','CMAS',,,,,,,'17C01S'
'17','1A','opératoire','DP','D-113','1A','A-123','1DAS','CMA',,,'17C02W'
'17','1A','opératoire','DP','D-113','1A','A-123',,,,,'17C02V'
'17','1A','opératoire','DP','D-113','1DAS','CMA',,,,,'17C03W'
'17','1A','opératoire','DP','D-113',,,,,,,'17C03V'
'17','1A','opératoire','1A','A-123','1DAS','CMA',,,,,'17C04W'
'17','1A','opératoire','1A','A-123',,,,,,,'17C04V'
'17','1A','opératoire','1DAS','CMA',,,,,,,'17C05W'
'17','1A','opératoire',,,,,,,,,'17C05V'
'17','1DAS','CMAS',,,,,,,,,'17M01S'
'17','DP','D-1706','Age','<18a',,,,,,,'17M08Z'
'17','DP','D-1706','1DAS','CMA',,,,,,,'17M09W'
'17','DP','D-1706',,,,,,,,,'17M09V'
'17','DP','D-1705','1DAS','CMA',,,,,,,'17M10W'
'17','DP','D-1705',,,,,,,,,'17M10V'
'17','DP','D-009','1A','A-124',,,,,,,'17K02Z'
'17','DP','D-009',,,,,,,,,'17M04Z'
'17','DP','D-1702','1DR','D-035',,,,,,,'17M05Z'
'17','DP','D-1702','1DAS','CMA',,,,,,,'17M06W'
'17','DP','D-1702',,,,,,,,,'17M06V'
'17','DP','D-1703','1A','A-192',,,,,,,'17K05Z'
'17','DP','D-1703','1A','A-176',,,,,,,'17K06Z'
'17','DP','D-1703',,,,,,,,,'17K04Z'
'17','DP','D-1704','Age','>69a',,,,,,,'17M07W'
'17','DP','D-1704','1DAS','CMA',,,,,,,'17M07W'
'17','DP','D-1704',,,,,,,,,'17M07V'
'18','1DAS','CMAS',,,,,,,,,'18Z01S'
'18','1A','opératoire','1DAS','CMA',,,,,,,'18C02W'
'18','1A','opératoire',,,,,,,,,'18C02V'
'18','DP','D-1801','Age','<18a','1DAS','CMA',,,,,'18M02W'
'18','DP','D-1801','Age','<18a',,,,,,,'18M02V'
'18','DP','D-1801',,,,,,,,,'18M03Z'
'18','DP','D-1805','Age','<18a','1DAS','CMA',,,,,'18M02W'
'18','DP','D-1805','Age','<18a',,,,,,,'18M02V'
'18','DP','D-1805','1DAS','CMA',,,,,,,'18M04W'
'18','DP','D-1805',,,,,,,,,'18M04V'
'18','DP','D-1802','DAS','CMA',,,,,,,'18M05W'
'18','DP','D-1802',,,,,,,,,'18M05V'
'18','DP','D-1803','Age','<18a',,,,,,,'18M06Z'
'18','DP','D-1803','1DAS','CMA',,,,,,,'18M07W'
'18','DP','D-1803',,,,,,,,,'18M07V'
'18','DP','D-1804','Age','>69a',,,,,,,'19M08W'
'18','DP','D-1804','1DAS','CMA',,,,,,,'18M08W'
'18','DP','D-1804',,,,,,,,,'18M08V'
'19','1A','opératoire',,,,,,,,,'19C02Z'
'19','DP','D-091','Age','>69a',,,,,,,'19M02W'
'19','DP','D-091','1DAS','CMA',,,,,,,'19M02W'
'19','DP','D-091',,,,,,,,,'19M02V'
'19','DP','D-1902',,,,,,,,,'19M03Z'
'19','DP','D-1903','Age','>80a',,,,,,,'19M04Z'
'19','DP','D-1903',,,,,,,,,'19M05Z'
'19','DP','D-1904','Age','>80a','1DAS','CMA',,,,,'19M06W'
'19','DP','D-1904','Age','>80a',,,,,,,'19M06V'
